Name,Given Name,Additional Name,Family Name,Yomi Name,Given Name Yomi,Additional Name Yomi,Family Name Yomi,Name Prefix,Name Suffix,Initials,Nickname,Short Name,Maiden Name,Birthday,Gender,Location,Billing Information,Directory Server,Mileage,Occupation,Hobby,Sensitivity,Priority,Subject,Notes,Language,Photo,Group Membership,E-mail 1 - Type,E-mail 1 - Value,E-mail 2 - Type,E-mail 2 - Value
Curt Torrent,Curt,,Torrent,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,CurtTorrent@selectiva.com,,
Curt Valti,Curt,,Valti,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,CurtValti@selectiva.com,,
Cyndia Dogg,Cyndia,,Dogg,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,CyndiaDogg@selectiva.com,,
Cynthie Kubecka,Cynthie,,Kubecka,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,CynthieKubecka@selectiva.com,,
Cyrille Emmer,Cyrille,,Emmer,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,CyrilleEmmer@selectiva.com,,
D'arcy Hessing,D'arcy,,Hessing,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,D'arcyHessing@selectiva.com,,
Dacey Deware,Dacey,,Deware,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DaceyDeware@selectiva.com,,
Dacie Juhruke,Dacie,,Juhruke,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Dacie@selectiva.com,,
Daisie Huggons,Daisie,,Huggons,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Daisie@selectiva.com,,
Daisie Ondrus,Daisie,,Ondrus,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DaisieOndrus@selectiva.com,,
Dalli Dudny,Dalli,,Dudny,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DalliDudny@selectiva.com,,
Damara Bilson,Damara,,Bilson,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DamaraBilson@selectiva.com,,
Dana Rosenblath,Dana,,Rosenblath,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Dana@selectiva.com,,
Danell Vouls,Danell,,Vouls,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DanellVouls@selectiva.com,,
Dani Curwen,Dani,,Curwen,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DaniCurwen@selectiva.com,,
Dani Want,Dani,,Want,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Dani@selectiva.com,,
Dania Torbard,Dania,,Torbard,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DaniaTorbard@selectiva.com,,
Danielle Eglin,Danielle,,Eglin,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DanielleEglin@selectiva.com,,
Danit Simeons,Danit,,Simeons,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DanitSimeons@selectiva.com,,
Danny Collman,Danny,,Collman,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DannyCollman@selectiva.com,,
Dante Brewitt,Dante,,Brewitt,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DanteBrewitt@selectiva.com,,
Danya Brawn,Danya,,Brawn,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Danya@selectiva.com,,
Daphne Naul,Daphne,,Naul,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DaphneNaul@selectiva.com,,
Darb Chestney,Darb,,Chestney,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Darb@selectiva.com,,
Darb Langmead,Darb,,Langmead,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DarbLangmead@selectiva.com,,
Darby Brannan,Darby,,Brannan,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DarbyBrannan@selectiva.com,,
Darcy Wolton,Darcy,,Wolton,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DarcyWolton@selectiva.com,,
Dare Massingham,Dare,,Massingham,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DareMassingham@selectiva.com,,
Darelle Outlaw,Darelle,,Outlaw,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DarelleOutlaw@selectiva.com,,
Darelle Wondraschek,Darelle,,Wondraschek,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DarelleWondraschek@selectiva.com,,
Daren Crean,Daren,,Crean,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DarenCrean@selectiva.com,,
Darice Shewan,Darice,,Shewan,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DariceShewan@selectiva.com,,
Darill Quayle,Darill,,Quayle,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Darill@selectiva.com,,
Darin Ranscomb,Darin,,Ranscomb,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DarinRanscomb@selectiva.com,,
Darlene Seage,Darlene,,Seage,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DarleneSeage@selectiva.com,,
Darrell MacAndie,Darrell,,MacAndie,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DarrellMacAndie@selectiva.com,,
Darsey Diggons,Darsey,,Diggons,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DarseyDiggons@selectiva.com,,
Daryl Rilton,Daryl,,Rilton,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DarylRilton@selectiva.com,,
Daryl Winspare,Daryl,,Winspare,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DarylWinspare@selectiva.com,,
Dasie Janowski,Dasie,,Janowski,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DasieJanowski@selectiva.com,,
Daveen Roust,Daveen,,Roust,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Daveen@selectiva.com,,
Daveta Castiglione,Daveta,,Castiglione,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DavetaCastiglione@selectiva.com,,
Davida Stocks,Davida,,Stocks,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DavidaStocks@selectiva.com,,
Davide Bein,Davide,,Bein,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Davide@selectiva.com,,
Davidson Klesel,Davidson,,Klesel,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DavidsonKlesel@selectiva.com,,
Davin Loney,Davin,,Loney,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DavinLoney@selectiva.com,,
Davita Paddie,Davita,,Paddie,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DavitaPaddie@selectiva.com,,
Davon Grix,Davon,,Grix,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Davon@selectiva.com,,
Debor Boylan,Debor,,Boylan,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DeborBoylan@selectiva.com,,
Debor Honsch,Debor,,Honsch,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DeborHonsch@selectiva.com,,
Deeksha Verma,Deeksha,,Verma,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,deeksha@selectiva.com,,
Deena Zamorrano,Deena,,Zamorrano,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DeenaZamorrano@selectiva.com,,
Deerdre Hoy,Deerdre,,Hoy,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Deerdre@selectiva.com,,
Dehlia Beardsley,Dehlia,,Beardsley,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Dehlia@selectiva.com,,
Deina Eaves,Deina,,Eaves,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Deina@selectiva.com,,
Deina Hassell,Deina,,Hassell,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DeinaHassell@selectiva.com,,
Del Tesseyman,Del,,Tesseyman,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DelTesseyman@selectiva.com,,
Delainey Swaine,Delainey,,Swaine,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DelaineySwaine@selectiva.com,,
Delano Rapper,Delano,,Rapper,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DelanoRapper@selectiva.com,,
Delcina Ranshaw,Delcina,,Ranshaw,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Delcina@selectiva.com,,
Delilah Staden,Delilah,,Staden,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DelilahStaden@selectiva.com,,
Delmar Dudeney,Delmar,,Dudeney,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DelmarDudeney@selectiva.com,,
Delmer Lyven,Delmer,,Lyven,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Delmer@selectiva.com,,
Delmor Lynes,Delmor,,Lynes,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Delmor@selectiva.com,,
Demeter Gatchel,Demeter,,Gatchel,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DemeterGatchel@selectiva.com,,
Demeter Gostling,Demeter,,Gostling,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DemeterGostling@selectiva.com,,
Demetris Somerset,Demetris,,Somerset,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DemetrisSomerset@selectiva.com,,
Dena Loadwick,Dena,,Loadwick,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DenaLoadwick@selectiva.com,,
Dena Nickell,Dena,,Nickell,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DenaNickell@selectiva.com,,
Dena Vequaud,Dena,,Vequaud,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Dena@selectiva.com,,
Denna Karpfen,Denna,,Karpfen,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DennaKarpfen@selectiva.com,,
Denny Saladin,Denny,,Saladin,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DennySaladin@selectiva.com,,
Denyse Kwietak,Denyse,,Kwietak,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DenyseKwietak@selectiva.com,,
Derek Gealy,Derek,,Gealy,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Derek@selectiva.com,,
Derick Showte,Derick,,Showte,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DerickShowte@selectiva.com,,
Derril Hollyer,Derril,,Hollyer,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DerrilHollyer@selectiva.com,,
Derwin Farrow,Derwin,,Farrow,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Derwin@selectiva.com,,
Desiree Prestner,Desiree,,Prestner,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Desiree@selectiva.com,,
Desiri Kingshott,Desiri,,Kingshott,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DesiriKingshott@selectiva.com,,
Desmund Hardes,Desmund,,Hardes,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DesmundHardes@selectiva.com,,
Dev Banasevich,Dev,,Banasevich,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DevBanasevich@selectiva.com,,
Deva Gaddes,Deva,,Gaddes,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DevaGaddes@selectiva.com,,
Devesh Lashkari,Devesh,,Lashkari,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,devesh@selectiva.com,,
Devinne Draaisma,Devinne,,Draaisma,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DevinneDraaisma@selectiva.com,,
Devinne Drayson,Devinne,,Drayson,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DevinneDrayson@selectiva.com,,
Devlen January,Devlen,,January,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DevlenJanuary@selectiva.com,,
Devlin Meigh,Devlin,,Meigh,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DevlinMeigh@selectiva.com,,
Devondra Strapp,Devondra,,Strapp,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Devondra@selectiva.com,,
Devonne Kubal,Devonne,,Kubal,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DevonneKubal@selectiva.com,,
Devora Armfirld,Devora,,Armfirld,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Devora@selectiva.com,,
Diana Skellington,Diana,,Skellington,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Diana@selectiva.com,,
Dicky Whorlow,Dicky,,Whorlow,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DickyWhorlow@selectiva.com,,
Didi Mathelon,Didi,,Mathelon,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DidiMathelon@selectiva.com,,
Diena Ginnelly,Diena,,Ginnelly,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DienaGinnelly@selectiva.com,,
Dietrich Saffran,Dietrich,,Saffran,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Dietrich@selectiva.com,,
Dilan Mingey,Dilan,,Mingey,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Dilan@selectiva.com,,
Dilan Sommersett,Dilan,,Sommersett,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DilanSommersett@selectiva.com,,
Dilly Heinicke,Dilly,,Heinicke,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DillyHeinicke@selectiva.com,,
Dimitry Bowller,Dimitry,,Bowller,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DimitryBowller@selectiva.com,,
Dimitry Scirman,Dimitry,,Scirman,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Dimitry@selectiva.com,,
Dionisio Fulham,Dionisio,,Fulham,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DionisioFulham@selectiva.com,,
Dionne Fentem,Dionne,,Fentem,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Dionne@selectiva.com,,
Dolley Millgate,Dolley,,Millgate,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DolleyMillgate@selectiva.com,,
Dollie Boothby,Dollie,,Boothby,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DollieBoothby@selectiva.com,,
Dolores Jerdon,Dolores,,Jerdon,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DoloresJerdon@selectiva.com,,
Doloritas Gibbieson,Doloritas,,Gibbieson,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DoloritasGibbieson@selectiva.com,,
Domenic Baud,Domenic,,Baud,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DomenicBaud@selectiva.com,,
Domini Woollacott,Domini,,Woollacott,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DominiWoollacott@selectiva.com,,
Dominica Ebanks,Dominica,,Ebanks,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Dominica@selectiva.com,,
Dominica Oakey,Dominica,,Oakey,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DominicaOakey@selectiva.com,,
Dominica Yakhin,Dominica,,Yakhin,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Dominica@selectiva.com,,
Dominique Hinchon,Dominique,,Hinchon,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DominiqueHinchon@selectiva.com,,
Dona Torregiani,Dona,,Torregiani,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Dona@selectiva.com,,
Donalt Bondesen,Donalt,,Bondesen,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DonaltBondesen@selectiva.com,,
Donalt Jessup,Donalt,,Jessup,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DonaltJessup@selectiva.com,,
Dora Volk,Dora,,Volk,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Dora@selectiva.com,,
Doralynn Norkett,Doralynn,,Norkett,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DoralynnNorkett@selectiva.com,,
Dore Kleimt,Dore,,Kleimt,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DoreKleimt@selectiva.com,,
Doreen Phizaclea,Doreen,,Phizaclea,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DoreenPhizaclea@selectiva.com,,
Dorella Tytcomb,Dorella,,Tytcomb,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DorellaTytcomb@selectiva.com,,
Dorene Fort,Dorene,,Fort,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DoreneFort@selectiva.com,,
Doretta Gossop,Doretta,,Gossop,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DorettaGossop@selectiva.com,,
Dorey Greer,Dorey,,Greer,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Dorey@selectiva.com,,
Dorie Keegan,Dorie,,Keegan,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Dorie@selectiva.com,,
Dorie Lavielle,Dorie,,Lavielle,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DorieLavielle@selectiva.com,,
Doris Clynter,Doris,,Clynter,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DorisClynter@selectiva.com,,
Dorita Briddle,Dorita,,Briddle,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DoritaBriddle@selectiva.com,,
Dorita Hrachovec,Dorita,,Hrachovec,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DoritaHrachovec@selectiva.com,,
Dorita Well,Dorita,,Well,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Dorita@selectiva.com,,
Dorolisa Kimmerling,Dorolisa,,Kimmerling,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DorolisaKimmerling@selectiva.com,,
Dorolisa Storres,Dorolisa,,Storres,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DorolisaStorres@selectiva.com,,
Doroteya Kayser,Doroteya,,Kayser,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DoroteyaKayser@selectiva.com,,
Dorothea Cade,Dorothea,,Cade,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Dorothea@selectiva.com,,
Dorothy Hardy,Dorothy,,Hardy,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DorothyHardy@selectiva.com,,
Dorree Simenot,Dorree,,Simenot,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Dorree@selectiva.com,,
Dorthea Perton,Dorthea,,Perton,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DortheaPerton@selectiva.com,,
Dorthy Kisbey,Dorthy,,Kisbey,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DorthyKisbey@selectiva.com,,
Dory Cleeton,Dory,,Cleeton,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Dory@selectiva.com,,
Dotti Jinks,Dotti,,Jinks,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DottiJinks@selectiva.com,,
Douglas Alcorn,Douglas,,Alcorn,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DouglasAlcorn@selectiva.com,,
Dougy Colly,Dougy,,Colly,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DougyColly@selectiva.com,,
Doy Croxford,Doy,,Croxford,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Doy@selectiva.com,,
Dre Feldfisher,Dre,,Feldfisher,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DreFeldfisher@selectiva.com,,
Dreddy Cuseck,Dreddy,,Cuseck,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DreddyCuseck@selectiva.com,,
Drucy Kendrick,Drucy,,Kendrick,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Drucy@selectiva.com,,
Drugi Rother,Drugi,,Rother,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Drugi@selectiva.com,,
Drusi De L'Isle,Drusi,,De L'Isle,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Drusi@selectiva.com,,
Duane Surmon,Duane,,Surmon,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Duane@selectiva.com,,
Dugald Pirrone,Dugald,,Pirrone,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DugaldPirrone@selectiva.com,,
Dulce Tooth,Dulce,,Tooth,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DulceTooth@selectiva.com,,
Dulcie Prendergast,Dulcie,,Prendergast,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DulciePrendergast@selectiva.com,,
Dulcine Spyby,Dulcine,,Spyby,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DulcineSpyby@selectiva.com,,
Dun Fritchly,Dun,,Fritchly,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DunFritchly@selectiva.com,,
Dunn Wallington,Dunn,,Wallington,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DunnWallington@selectiva.com,,
Durant Hagger,Durant,,Hagger,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Durant@selectiva.com,,
Dusty Tailby,Dusty,,Tailby,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DustyTailby@selectiva.com,,
Dwayne Asken,Dwayne,,Asken,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DwayneAsken@selectiva.com,,
Dyana Aynscombe,Dyana,,Aynscombe,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DyanaAynscombe@selectiva.com,,
Dyane Lobb,Dyane,,Lobb,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,DyaneLobb@selectiva.com,,
Dyna Johnys,Dyna,,Johnys,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Dyna@selectiva.com,,
Eada Sipson,Eada,,Sipson,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,EadaSipson@selectiva.com,,
Eadie Crinkley,Eadie,,Crinkley,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,EadieCrinkley@selectiva.com,,
Eadith Killimister,Eadith,,Killimister,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,EadithKillimister@selectiva.com,,
Eadmund Ghirigori,Eadmund,,Ghirigori,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,EadmundGhirigori@selectiva.com,,
Earle Loughlan,Earle,,Loughlan,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Earle@selectiva.com,,
Eartha Spur,Eartha,,Spur,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,EarthaSpur@selectiva.com,,
Eartha Symcock,Eartha,,Symcock,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Eartha@selectiva.com,,
